,0
254250,0
43676,0
253183,0
2731402,0
157920,0
1217414,0
665568,0
162491,0
754249,0
60919,1
43673,0
1465824,0
2756312,1
13242,0
577469,0
43668,0
36739,0
1161125,0
472568,0
33981,0
49184,0
317661,1
1156392,0
367298,0
1191515,0
136099,0
53457,0
331525,0
99479,0
2805645,0
53355,0
53357,0
556178,0
68903,0
402170,0
344063,0
2706529,0
1096776,0
1434038,0
2750262,0
908251,0
2040262,0
908935,0
63958,0
1535207,0
745364,0
57495,0
984996,1
1184606,0
211469,0
985001,0
1862,0
267408,0
265976,0
125287,0
82345,0
57499,0
908626,0
1434021,0
1763,0
286801,0
2053,0
85043,0
2767345,0
2060,0
1817,0
613121,0
59613,0
2767320,0
1827,0
264147,0
1716,0
1847725,0
37914,0
741759,0
697025,0
1813,0
1851,0
37924,0
1425377,0
1734465,0
39845,1
695999,0
2029,0
1891915,0
1434013,0
1884922,0
596495,0
165301,0
40566,1
583360,0
334857,0
1137960,0
130795,0
43356,0
1434016,0
2016,0
2662170,0
1835,0
1849,0
1649455,0
65496,0
1847,0
402649,0
53460,0
1434010,1
38501,0
1860,0
88138,1
2183612,1
2027529,0
2078948,0
1920251,0
1854,0
1873,0
1865,0
33874,0
195964,0
907364,0
53370,0
53365,0
1121253,0
1121254,0
1400054,0
689760,0
35753,0
203522,0
58113,0
651553,0
283810,0
1434030,0
390988,0
435913,0
65502,0
1883,0
2063,0
228398,0
1914443,0
2699295,0
414878,0
414715,0
35750,0
83681,0
2000,0
1998,0
2005,0
147067,0
1792303,0
1995,0
28443,0
90974,0
2871671,0
1649505,0
2071601,0
1367968,0
321315,0
359169,0
2013,0
104204,0
1874625,0
1631197,0
405552,0
83677,0
1833962,0
2173855,0
1434047,0
647960,0
1400055,0
1647181,0
58122,0
2019,0
58108,0
667113,0
2767073,0
28048,1
1839,2
86795,1
2040,1
1546255,0
369926,0
203133,0
1743,0
1912216,0
1912215,0
33983,0
396388,0
2801844,0
236052,0
116071,0
2717325,0
1085622,0
2042653,0
348581,0
448176,0
53456,0
1911549,0
1278221,0
2676837,0
1294511,0
53387,0
29404,0
182639,0
117156,0
718013,0
281472,0
1217101,0
1783488,0
622681,0
2039639,0
596499,0
1755825,0
1747770,1
908623,0
41949,0
682522,0
2448024,0
53634,1
121038,0
643949,0
1609233,0
1389453,0
361607,0
2600304,0
191494,0
207599,0
192992,1
1154586,0
42255,0
102106,0
1472762,0
33870,0
133925,0
2767327,0
1979843,0
2767353,0
1380,0
2082587,0
2126006,0
2126002,0
2005386,0
84111,0
651554,0
644652,0
1926677,0
1473205,0
2137577,0
447020,0
1427376,0
84162,0
79603,0
84108,0
1981050,0
1298,0
758601,0
332248,0
270,0
65551,0
2747271,0
208447,0
186191,0
2599625,0
475966,1
475961,0
475960,0
1077886,0
233189,0
475965,0
1769713,0
1434028,1
2019482,0
1649478,0
1988031,0
1495649,0
1979385,0
233191,0
1215913,0
1382931,0
670486,0
61434,0
2682228,0
2491136,0
104175,0
1107,0
120961,0
186475,0
64,0
2056,1
1206748,0
499,0
1649508,0
262406,0
2024965,3
2571199,0
363276,2
768650,0
2692417,1
768669,0
