accession,ncbi_taxid
GB_GCA_002789895.1,1974532
GB_GCA_001774685.1,1817733
GB_GCA_003531665.1,2053540
GB_GCA_000998025.1,1618384
GB_GCA_001001485.1,1618388
GB_GCA_001776275.1,1817731
GB_GCA_000998275.1,1618378
GB_GCA_903884375.1,2053540
GB_GCA_903886255.1,2053540
GB_GCA_002347045.1,1953274
GB_GCA_903873735.1,2053540
GB_GCA_001774555.1,1817724
RS_GCF_009936135.1,2715735
GB_GCA_001002415.1,1618540
GB_GCA_003576945.1,2093373
GB_GCA_903945195.1,77133
GB_GCA_011368205.1,1869227
GB_GCA_001003385.1,1618541
GB_GCA_001816585.1,1797591
GB_GCA_001816915.1,1797593
GB_GCA_002335355.1,1948776
GB_GCA_012797845.1,2053519
GB_GCA_012798485.1,2053519
GB_GCA_002305125.1,1948773
GB_GCA_002773945.1,1974495
GB_GCA_002772455.1,1974498
GB_GCA_011329435.1,2053519
GB_GCA_001029675.1,1618372
GB_GCA_001782645.1,1798634
GB_GCA_001783805.1,1798595
GB_GCA_903872785.1,2052151
GB_GCA_001782075.1,1798591
GB_GCA_001782195.1,1798602
GB_GCA_001782085.1,1798589
GB_GCA_001782475.1,1798620
GB_GCA_001782165.1,1798598
GB_GCA_001782035.1,1798588
GB_GCA_001782045.1,1798587
GB_GCA_001782515.1,1798622
GB_GCA_001784155.1,1798638
GB_GCA_001781995.1,1798584
GB_GCA_002788395.1,1974627
GB_GCA_001784055.1,1798626
GB_GCA_001784115.1,1798630
GB_GCA_009695045.1,2052151
GB_GCA_003173895.1,2052151
GB_GCA_003173915.1,2052151
GB_GCA_003173995.1,2052151
GB_GCA_013816255.1,2052151
GB_GCA_003152105.1,2052151
GB_GCA_001782235.1,1798605
GB_GCA_001782675.1,1798636
GB_GCA_001873215.1,1805237
GB_GCA_003599595.1,2762014
GB_GCA_001782015.1,1798586
GB_GCA_001780895.1,1798380
GB_GCA_001781025.1,1798396
GB_GCA_001779455.1,1798401
GB_GCA_002430725.1,1953287
GB_GCA_002433895.1,1953290
GB_GCA_001780985.1,1798392
GB_GCA_003545435.1,2052139
GB_GCA_903821745.1,2282145
GB_GCA_001779095.1,1798374
GB_GCA_000995415.1,1618449
GB_GCA_003524845.1,2052139
GB_GCA_001779055.1,1798371
GB_GCA_001779205.1,1798383
GB_GCA_001779115.1,1798376
GB_GCA_000999095.1,1618443
GB_GCA_001779315.1,1798391
GB_GCA_001779235.1,1798384
GB_GCA_001780955.1,1798388
GB_GCA_002785215.1,1974574
GB_GCA_001779195.1,1798382
GB_GCA_000990305.1,1618484
GB_GCA_002786595.1,1974860
GB_GCA_002779665.1,1974848
GB_GCA_001789855.1,1802069
GB_GCA_002440905.1,1953309
GB_GCA_000990565.1,1618478
GB_GCA_000991135.1,1618483
GB_GCA_002792355.1,1974822
GB_GCA_002050095.1,1961107
GB_GCA_002788805.1,1974836
GB_GCA_001789635.1,1802055
GB_GCA_001789645.1,1802056
GB_GCA_001789745.1,1802063
GB_GCA_001788015.1,1802039
GB_GCA_001789695.1,1802058
GB_GCA_001789355.1,1802033
GB_GCA_002774185.1,1974850
GB_GCA_002780795.1,1974844
GB_GCA_012798265.1,2282149
GB_GCA_001790095.1,1802083
GB_GCA_002784505.1,1974829
GB_GCA_002785065.1,1974826
GB_GCA_002789465.1,1974840
GB_GCA_002788865.1,1974839
GB_GCA_002792315.1,1974825
GB_GCA_000990445.1,1618481
GB_GCA_002796045.1,1974856
GB_GCA_002329205.1,1953308
GB_GCA_001789555.1,1802049
GB_GCA_001789805.1,1802067
GB_GCA_013334845.1,2282149
GB_GCA_013335175.1,2282149
GB_GCA_001789965.1,1802076
GB_GCA_001567245.1,1617429
GB_GCA_001789515.1,1802043
GB_GCA_001788095.1,1802047
GB_GCA_001567515.1,1617428
GB_GCA_001789725.1,1802062
GB_GCA_001789395.1,1802035
GB_GCA_001789445.1,1802041
GB_GCA_001788295.1,1802090
GB_GCA_002305675.1,1948774
GB_GCA_002793745.1,1974854
GB_GCA_001788215.1,1802064
GB_GCA_002788855.1,1974838
GB_GCA_013152165.1,1869227
GB_GCA_001776635.1,1797762
GB_GCA_001777455.1,1797798
GB_GCA_001776935.1,1797786
GB_GCA_001777015.1,1797768
GB_GCA_001777055.1,1797770
GB_GCA_003519445.1,2053542
GB_GCA_007376405.1,2017209
GB_GCA_001776905.1,1797785
GB_GCA_001776865.1,1797783
GB_GCA_000997105.1,1618425
GB_GCA_000997385.1,1618419
GB_GCA_001776975.1,1797765
GB_GCA_001776775.1,1797776
GB_GCA_001776785.1,1797778
GB_GCA_001774995.1,1797725
GB_GCA_001776505.1,1797732
GB_GCA_001776475.1,1797727
GB_GCA_001774865.1,1797716
GB_GCA_001775055.1,1797731
GB_GCA_001775095.1,1797737
GB_GCA_001776545.1,1797736
GB_GCA_001774945.1,1797722
GB_GCA_001776425.1,1797724
GB_GCA_001776335.1,1797711
GB_GCA_001816645.1,1802592
GB_GCA_001816655.1,1802593
GB_GCA_001816695.1,1802595
GB_GCA_001816835.1,1802605
GB_GCA_001773135.1,1802640
GB_GCA_001773385.1,1802652
GB_GCA_000996895.1,1619123
GB_GCA_000503835.1,1394710
GB_GCA_001773255.1,1802648
GB_GCA_903879985.1,422285
GB_GCA_012798115.1,2053526
GB_GCA_002305205.1,1953406
GB_GCA_001773215.1,1802644
GB_GCA_001773295.1,1802649
GB_GCA_003599255.1,2053526
GB_GCA_012798315.1,2053526
GB_GCA_001772575.1,1802612
GB_GCA_000997355.1,1619112
GB_GCA_002305475.1,1953405
GB_GCA_001772865.1,1802620
GB_GCA_002305115.1,1953407
GB_GCA_003564915.1,2053526
GB_GCA_001772625.1,1802617
GB_GCA_001772985.1,1802630
GB_GCA_000994815.1,1619125
GB_GCA_001772615.1,1802616
GB_GCA_001772665.1,1802624
GB_GCA_002789015.1,1975077
GB_GCA_009995545.1,1869227
GB_GCA_002770755.1,1975095
GB_GCA_002774285.1,1975084
GB_GCA_002774225.1,1975087
GB_GCA_001772805.1,1802613
GB_GCA_011057755.1,2053526
GB_GCA_002771355.1,1975094
GB_GCA_013335095.1,2053526
GB_GCA_002084955.1,1968527
GB_GCA_001771135.1,1797701
GB_GCA_002791435.1,1975082
GB_GCA_002409215.1,1953403
GB_GCA_012842045.1,2099670
GB_GCA_012513575.1,2099670
GB_GCA_012797935.1,2093373
GB_GCA_903840015.1,77133
GB_GCA_002328805.1,1953393
GB_GCA_002402455.1,1953400
GB_GCA_012511375.1,2099670
GB_GCA_000991805.1,1619091
GB_GCA_903906305.1,77133
GB_GCA_002419125.1,1953404
GB_GCA_012514355.1,2099670
GB_GCA_002347605.1,1953395
GB_GCA_002328465.1,1953394
GB_GCA_002366615.1,1953397
GB_GCA_012800885.1,2099670
GB_GCA_000989675.1,1619095
GB_GCA_002412645.1,1953401
GB_GCA_002840365.1,2013761
GB_GCA_003518125.1,2052139
GB_GCA_011620305.1,2099670
GB_GCA_000993565.1,1619100
GB_GCA_002335495.1,1953392
GB_GCA_007130415.1,2052139
GB_GCA_007136035.1,2052139
GB_GCA_003560355.1,2099670
GB_GCA_003554185.1,2099670
GB_GCA_002793355.1,2014249
GB_GCA_001567305.1,1617427
GB_GCA_001567355.1,1617426
GB_GCA_003694175.1,2099670
GB_GCA_001873755.1,1817892
GB_GCA_903889905.1,2268191
GB_GCA_002069885.1,1866925
GB_GCA_002435745.1,1953418
GB_GCA_011368175.1,1869227
GB_GCA_002050035.1,1956161
RS_GCF_000816145.1,1123384
GB_GCA_003510135.1,2033661
RS_GCF_000828655.1,1408159
RS_GCF_011057685.1,1755813
RS_GCF_000504085.1,1123383
RS_GCF_000828675.1,1408160
RS_GCF_000217815.1,688269
GB_GCA_003641785.1,2053689
RS_GCF_000016785.1,390874
RS_GCF_000784835.1,1231241
RS_GCF_000008545.1,243274
RS_GCF_000018945.1,309803
RS_GCF_002865985.1,126739
RS_GCF_002866025.1,126741
GB_GCA_002084985.1,1968524
RS_GCF_000235405.2,771875
RS_GCF_001644665.1,93466
RS_GCF_004117075.1,310769
RS_GCF_900143265.1,1121883
RS_GCF_000017545.1,381764
GB_GCA_002432805.1,1946524
GB_GCA_003526765.1,1871331
GB_GCA_003522805.1,1871331
RS_GCF_001719065.1,1008305
GB_GCA_011373275.1,1008305
RS_GCF_000016905.1,391009
RS_GCF_001990485.1,660294
RS_GCF_003351105.1,344616
RS_GCF_014201655.1,90323
RS_GCF_900129985.1,1123380
GB_GCA_003538775.1,2053689
GB_GCA_003641795.1,2053689
RS_GCF_002895525.1,1122955
RS_GCF_002924625.1,1122956
RS_GCF_000018605.1,403833
RS_GCF_002895565.1,1122954
RS_GCF_002895605.1,1434326
RS_GCF_003265365.1,1308979
RS_GCF_000953715.1,1006576
RS_GCF_002895485.1,1434328
RS_GCF_003148465.1,515440
RS_GCF_900102615.1,28234
GB_GCA_002431635.1,1947072
RS_GCF_004135675.1,2201189
RS_GCF_900129175.1,1122195
RS_GCF_001021165.1,1428449
RS_GCF_011057715.1,1755814
RS_GCF_000255135.1,443254
GB_GCA_001509115.1,1236046
RS_GCF_003228205.1,1389250
GB_GCA_011620045.1,2053577
RS_GCF_003664995.1,1437446
GB_GCA_011045915.1,1236046
RS_GCF_002752635.1,1421002
RS_GCF_000147715.2,660470
GB_GCA_002305955.1,1951967
RS_GCF_900157305.1,1236046
GB_GCA_001603185.1,1674911
GB_GCA_003444085.1,2053567
GB_GCA_003561215.1,2093812
RS_GCF_001636545.1,1453497
GB_GCA_003643975.1,2053689
RS_GCF_001027025.1,1330330
RS_GCF_000023325.1,521045
GB_GCA_003641545.1,28240
GB_GCA_011043375.1,2268206
GB_GCA_002071085.1,1852923
GB_GCA_012744415.1,2268206
GB_GCA_002878315.1,2060323
RS_GCF_009936215.1,1441386
GB_GCA_011357985.1,1495039
RS_GCF_000745455.1,1150474
GB_GCA_003641555.1,28240
GB_GCA_002479455.1,1953101
GB_GCA_004102645.1,2501609
RS_GCF_900465355.1,2026885
GB_GCA_014360985.1,2306012
GB_GCA_014361015.1,2306012
GB_GCA_011057175.1,2053493
GB_GCA_014361055.1,2306012
GB_GCA_014360945.1,2306012
GB_GCA_014360995.1,2306012
GB_GCA_011371555.1,2053493
GB_GCA_003562845.1,2053493
GB_GCA_003567155.1,2053493
GB_GCA_003566155.1,2053493
GB_GCA_003551325.1,2053493
GB_GCA_003552425.1,2053493
GB_GCA_003563005.1,2053493
GB_GCA_001508155.1,1635286
GB_GCA_002375935.1,1953098
GB_GCA_002011415.1,1935101
GB_GCA_002010365.1,1935104
GB_GCA_002375995.1,1953097
GB_GCA_002011425.1,1935102
GB_GCA_013151115.1,2052147
GB_GCA_903839615.1,77133
GB_GCA_903859225.1,77133
GB_GCA_903857865.1,77133
GB_GCA_004525685.1,2053509
GB_GCA_003650505.1,2053493
GB_GCA_003545155.1,2053493
GB_GCA_003979035.1,2306012
GB_GCA_003535305.1,2053493
GB_GCA_001778455.1,1817864
GB_GCA_011052375.1,2268184
GB_GCA_011373285.1,2268184
RS_GCF_000284335.1,511051
GB_GCA_002877955.1,693075
GB_GCA_011334675.1,693075
GB_GCA_001871575.1,1805053
GB_GCA_002403335.1,1953180
GB_GCA_002299965.1,1953183
GB_GCA_003650285.1,2052147
RS_GCF_003570935.1,2290917
RS_GCF_003570985.1,2290915
RS_GCF_003570995.1,2290913
RS_GCF_003570925.1,2290919
GB_GCA_013824685.1,55509
GB_GCA_903871855.1,291196
GB_GCA_002402295.1,1953181
GB_GCA_003648245.1,2052147
GB_GCA_012517755.1,1869227
GB_GCA_002070635.1,1866923
GB_GCA_012517765.1,2614251
GB_GCA_002428295.1,1953182
GB_GCA_003566815.1,2052147
RS_GCF_000020945.1,309798
GB_GCA_003476705.1,55509
GB_GCA_012842545.1,55509
RS_GCF_000378005.1,1259795
GB_GCA_013178255.1,2736298
GB_GCA_013153035.1,2599935
RS_GCF_000212395.1,747365
RS_GCF_003057965.1,1794699
GB_GCA_011374175.1,184064
GB_GCA_002898315.1,2035414
GB_GCA_011364105.1,2268183
GB_GCA_000494225.1,1379303
GB_GCA_011373475.1,2268183
GB_GCA_011047215.1,1869227
GB_GCA_011388315.1,1869227
GB_GCA_002501535.1,1953441
GB_GCA_002716355.1,1869227
GB_GCA_014384545.1,1869227
RS_GCF_000020965.1,309799
RS_GCF_000021645.1,515635
RS_GCF_008124665.1,1793724
GB_GCA_011333985.1,14
GB_GCA_002878375.1,2010949
GB_GCA_014360465.1,1869227
GB_GCA_014360495.1,1869227
GB_GCA_011333285.1,1879010
GB_GCA_011334575.1,1879010
GB_GCA_014360335.1,1869227
GB_GCA_012839925.1,1869227
GB_GCA_002417725.1,1947811
GB_GCA_009929115.1,2268201
RS_GCF_004366815.1,1005740
GB_GCA_012519165.1,2053624
GB_GCA_012523155.1,2053624
GB_GCA_002068355.1,1852916
GB_GCA_012521675.1,2053624
GB_GCA_001604435.1,1674906
GB_GCA_000210715.1,651822
RS_GCF_003860125.1,2491047
GB_GCA_012520235.1,2699746
GB_GCA_009778055.1,2053624
GB_GCA_009783355.1,2053624
GB_GCA_009784305.1,2053624
GB_GCA_009776565.1,2053624
RS_GCF_000025885.1,572547
GB_GCA_002432275.1,1946037
RS_GCF_000526395.1,1304875
RS_GCF_002007215.1,1943580
RS_GCF_009695745.1,2605789
RS_GCF_000177335.1,352165
GB_GCA_004558205.1,638849
RS_GCF_000237805.1,885272
RS_GCF_000172975.1,469381
RS_GCF_900177735.1,561720
GB_GCA_002748665.1,47055
GB_GCA_002428495.1,1952925
GB_GCA_002839185.1,2013842
GB_GCA_012727545.1,2053624
GB_GCA_012513245.1,2053624
GB_GCA_012728505.1,2053624
GB_GCA_002306075.1,1952901
GB_GCA_002316795.1,1952900
GB_GCA_012728165.1,2053624
GB_GCA_012728235.1,2053624
RS_GCF_000585335.1,866499
RS_GCF_001701045.1,1197717
RS_GCF_000712295.1,2754
GB_GCA_900544635.1,889794
GB_GCA_900545755.1,889794
RS_GCF_002159945.1,1965591
RS_GCF_000024905.1,525903
RS_GCF_000237825.1,926567
RS_GCF_000165795.1,584708
RS_GCF_000526375.1,1304874
GB_GCA_002425685.1,1952919
GB_GCA_000402835.1,1104568
GB_GCA_012517195.1,2053624
GB_GCA_002432945.1,1952922
GB_GCA_002436015.1,1952924
GB_GCA_001509095.1,1635274
GB_GCA_012729145.1,2053624
GB_GCA_002070395.1,1852914
GB_GCA_012523215.1,2699834
GB_GCA_002383685.1,1952907
GB_GCA_002382605.1,1952908
RS_GCF_000233775.1,580340
GB_GCA_003446665.1,2053624
GB_GCA_001508935.1,1635272
GB_GCA_002385485.1,1946038
GB_GCA_002433005.1,1946039
RS_GCF_900107215.1,1120987
RS_GCF_000160455.2,592015
GB_GCA_012518015.1,2053624
RS_GCF_900129645.1,49896
GB_GCA_011375965.1,2268201
GB_GCA_001443005.1,1662110
GB_GCA_001508835.1,1635281
GB_GCA_001773955.1,1797291
GB_GCA_011056645.1,2053509
GB_GCA_002084865.1,1972458
GB_GCA_003527405.1,2053509
GB_GCA_000405345.1,1047052
GB_GCA_000405605.1,1047051
GB_GCA_003451675.1,2053509
GB_GCA_002849045.2,1977312
GB_GCA_003575245.1,2019525
GB_GCA_002782675.1,1974487
GB_GCA_003513845.1,2053509
GB_GCA_002383355.1,1953204
GB_GCA_002441285.1,1953206
GB_GCA_002452835.1,1953207
GB_GCA_012520575.1,2053509
GB_GCA_000353875.1,1262133
GB_GCA_011370655.1,1454753
GB_GCA_011363075.1,1454726
GB_GCA_014359405.1,2282143
GB_GCA_013314795.1,2053509
GB_GCA_002385475.1,1953203
GB_GCA_002069605.1,1852833
GB_GCA_003542295.1,2053509
GB_GCA_012517485.1,2053509
GB_GCA_012517635.1,2053509
GB_GCA_003561145.1,2053509
GB_GCA_007128145.1,2053509
GB_GCA_011343225.1,1879010
GB_GCA_003213855.1,2162290
GB_GCA_902536545.1,159733
GB_GCA_902522795.1,159733
GB_GCA_902537445.1,159733
GB_GCA_003216455.1,2162473
GB_GCA_902622625.1,159733
GB_GCA_003216355.1,2162097
GB_GCA_003209415.1,2162532
GB_GCA_003209475.1,2162528
GB_GCA_902618795.1,159733
RS_GCF_001180245.1,1219
GB_GCA_003211415.1,2162356
GB_GCA_003214315.1,2162506
GB_GCA_003280935.1,2162106
GB_GCA_003280885.1,2162110
GB_GCA_003281285.1,2162201
GB_GCA_003216915.1,2162083
GB_GCA_003281315.1,2162062
GB_GCA_003279015.1,2162159
GB_GCA_003281635.1,2162151
GB_GCA_902615165.1,159733
GB_GCA_902534675.1,159733
GB_GCA_902591275.1,159733
GB_GCA_000634195.1,1471469
GB_GCA_000634735.1,1471456
RS_GCF_001180325.1,1219
GB_GCA_000635535.1,1471481
GB_GCA_003278535.1,2162167
RS_GCF_000015965.1,167546
GB_GCA_902595175.1,159733
GB_GCA_003281385.1,2162059
GB_GCA_902594875.1,159733
GB_GCA_902525075.1,159733
GB_GCA_003212395.1,2162520
GB_GCA_902612005.1,159733
GB_GCA_003278955.1,2162200
GB_GCA_902565305.1,159733
GB_GCA_003211955.1,2162336
RS_GCF_000760115.1,59926
GB_GCA_003281525.1,2162238
GB_GCA_902571795.1,159733
GB_GCA_902616385.1,159733
GB_GCA_000635015.1,1471493
GB_GCA_902521995.1,159733
GB_GCA_003213235.1,2162297
GB_GCA_902539115.1,159733
GB_GCA_902578445.1,1665021
GB_GCA_003278045.1,2162250
GB_GCA_902525585.1,159733
GB_GCA_902518475.1,159733
GB_GCA_003281605.1,2162152
GB_GCA_902616595.1,159733
GB_GCA_902582995.1,159733
GB_GCA_902621675.1,159733
GB_GCA_003279105.1,2162154
GB_GCA_902520485.1,159733
RS_GCF_000015645.1,146891
GB_GCA_003278895.1,2162067
GB_GCA_003281405.1,2162146
GB_GCA_003212655.1,2162314
GB_GCA_003212115.1,2162331
GB_GCA_003278925.1,2162066
GB_GCA_902538515.1,159733
GB_GCA_902572825.1,159733
GB_GCA_003281505.1,2162158
GB_GCA_003278875.1,2162069
GB_GCA_003278525.1,2162171
GB_GCA_902620895.1,159733
GB_GCA_902606505.1,159733
GB_GCA_902572075.1,159733
GB_GCA_902618335.1,159733
GB_GCA_003213375.1,2162293
RS_GCF_000757845.1,1501268
GB_GCA_003209425.1,2162531
RS_GCF_000018065.1,93060
GB_GCA_003281185.1,2162070
GB_GCA_003214215.1,2162508
GB_GCA_003209375.1,2162535
GB_GCA_902535185.1,159733
GB_GCA_003214115.1,2162509
GB_GCA_902591865.1,159733
RS_GCF_002025865.1,1961091
GB_GCA_902536725.1,159733
GB_GCA_003281685.1,2162236
GB_GCA_003278735.1,2162111
GB_GCA_902617605.1,159733
GB_GCA_003280995.1,2162104
GB_GCA_902537395.1,1665021
RS_GCF_001180285.1,1219
GB_GCA_003278685.1,2162242
GB_GCA_003280895.1,2162109
GB_GCA_000635495.1,1471472
GB_GCA_003214085.1,2162282
RS_GCF_002025975.1,1961088
GB_GCA_902536775.1,159733
GB_GCA_003212035.1,2162530
GB_GCA_902538695.1,1665021
RS_GCF_001989455.1,1924287
GB_GCA_003216795.1,2162163
GB_GCA_003280655.1,2162128
GB_GCA_902595095.1,159733
GB_GCA_000634415.1,1471509
GB_GCA_902590355.1,159733
GB_GCA_003281335.1,2162061
GB_GCA_902611225.1,159733
GB_GCA_003278845.1,2162075
GB_GCA_902572395.1,1665021
GB_GCA_902573335.1,1665021
GB_GCA_902574955.1,1665021
GB_GCA_902550485.1,159733
GB_GCA_003209675.1,2162324
GB_GCA_000634215.1,1471473
RS_GCF_000760035.1,167548
GB_GCA_902537275.1,1665021
RS_GCF_002026145.1,1961092
GB_GCA_902600395.1,159733
GB_GCA_902538225.1,159733
GB_GCA_003281645.1,2162150
GB_GCA_003278705.1,2162112
GB_GCA_003278855.1,2162072
RS_GCF_002026015.1,1961084
RS_GCF_002026105.1,1961096
RS_GCF_002026065.1,1961099
GB_GCA_003212055.1,2162335
GB_GCA_003278545.1,2162124
GB_GCA_003280985.1,2162240
GB_GCA_003281625.1,2162237
GB_GCA_003281255.1,2162065
GB_GCA_003216635.1,2162091
GB_GCA_902535175.1,159733
GB_GCA_003281225.1,2162068
GB_GCA_902527105.1,159733
GB_GCA_003278765.1,2162107
GB_GCA_902606255.1,159733
GB_GCA_003210155.1,2162295
GB_GCA_003280515.1,2162172
GB_GCA_003280915.1,2162108
RS_GCF_002026005.1,1961085
GB_GCA_003213255.1,2162514
GB_GCA_003281715.1,2162141
GB_GCA_902583265.1,159733
GB_GCA_902536065.1,1665021
RS_GCF_000759955.1,93057
GB_GCA_902572915.1,159733
GB_GCA_902558895.1,159733
RS_GCF_002025945.1,1961094
GB_GCA_003281165.1,2162071
GB_GCA_003279055.1,2162155
GB_GCA_003281455.1,2162161
GB_GCA_902571335.1,159733
GB_GCA_902536555.1,159733
GB_GCA_003214295.1,2162507
GB_GCA_003279845.1,2162246
GB_GCA_902572675.1,159733
RS_GCF_002026165.1,1961090
RS_GCF_001180265.1,1219
GB_GCA_003280725.1,2162122
GB_GCA_902564235.1,159733
GB_GCA_902570945.1,1665021
GB_GCA_003212195.1,2162327
GB_GCA_902578845.1,159733
RS_GCF_000759885.1,59925
GB_GCA_902536455.1,159733
RS_GCF_000760095.1,167551
GB_GCA_902573045.1,159733
GB_GCA_003216755.1,2162087
GB_GCA_003279535.1,2162256
GB_GCA_000634515.1,1471522
GB_GCA_902622705.1,159733
GB_GCA_003281585.1,2162153
GB_GCA_902574405.1,159733
GB_GCA_003280575.1,2162168
RS_GCF_001180305.1,1219
GB_GCA_003281415.1,2162145
GB_GCA_902534685.1,159733
GB_GCA_902535025.1,159733
GB_GCA_003281485.1,2162160
GB_GCA_902576415.1,159733
GB_GCA_902600475.1,159733
GB_GCA_003216415.1,2162098
GB_GCA_003212615.1,2162315
GB_GCA_003216775.1,2162164
GB_GCA_003210135.1,2162298
GB_GCA_003279115.1,2162235
GB_GCA_902519235.1,159733
GB_GCA_003209565.1,2162525
GB_GCA_902573565.1,159733
GB_GCA_003213275.1,2162513
GB_GCA_003214175.1,2162281
GB_GCA_003281125.1,2162074
GB_GCA_003209585.1,2162524
GB_GCA_003212755.1,2162308
GB_GCA_902574425.1,159733
GB_GCA_003214235.1,2162279
GB_GCA_003214975.1,2162493
RS_GCF_000012645.1,74546
RS_GCF_000759975.1,74545
GB_GCA_003214195.1,2162280
GB_GCA_902542595.1,159733
GB_GCA_902626435.1,159733
GB_GCA_003214815.1,2162498
RS_GCF_000759855.1,59921
GB_GCA_902626525.1,159733
GB_GCA_003216615.1,2162092
GB_GCA_003216535.1,2162261
GB_GCA_003279945.1,2162465
GB_GCA_000634115.1,1471459
GB_GCA_902596585.1,159733
GB_GCA_003281365.1,2162060
GB_GCA_003214055.1,2162284
GB_GCA_003216135.1,2162265
GB_GCA_003280025.1,2162137
GB_GCA_003216835.1,2162086
GB_GCA_003209795.1,2162310
GB_GCA_003280165.1,2162193
GB_GCA_003212535.1,2162319
GB_GCA_003212175.1,2162328
GB_GCA_003216725.1,2162165
GB_GCA_003211655.1,2162350
GB_GCA_003279855.1,2162245
GB_GCA_902609995.1,159733
GB_GCA_003279935.1,2162466
RS_GCF_000011465.1,59919
GB_GCA_003211315.1,2162543
GB_GCA_003210825.1,2162376
GB_GCA_003211135.1,2162366
GB_GCA_003210915.1,2162546
GB_GCA_003211335.1,2162361
GB_GCA_003208695.1,2162219
GB_GCA_003210285.1,2162217
GB_GCA_003210235.1,2162387
GB_GCA_003210275.1,2162386
GB_GCA_003210655.1,2162380
GB_GCA_003282225.1,2162221
GB_GCA_003282425.1,2162450
GB_GCA_902526435.1,159733
GB_GCA_003283415.1,2162443
GB_GCA_003208885.1,2162379
GB_GCA_003209065.1,2162358
GB_GCA_003210895.1,2162372
GB_GCA_003216465.1,2162095
RS_GCF_000015665.1,167542
GB_GCA_003279875.1,2162468
GB_GCA_003209055.1,2162362
GB_GCA_003211115.1,2162368
GB_GCA_003210695.1,2162210
GB_GCA_003213955.1,2162287
GB_GCA_003212375.1,2162325
GB_GCA_003279005.1,2162142
GB_GCA_902572065.1,159733
GB_GCA_003209655.1,2162323
GB_GCA_003212005.1,2162534
GB_GCA_000218705.1,1041938
GB_GCA_902624085.1,159733
GB_GCA_902623195.1,159733
GB_GCA_902624785.1,159733
GB_GCA_902625845.1,159733
GB_GCA_902628235.1,159733
GB_GCA_902624105.1,159733
GB_GCA_902626425.1,159733
GB_GCA_902627325.1,159733
GB_GCA_000218745.1,1041939
GB_GCA_902627335.1,159733
GB_GCA_000291825.1,613199
GB_GCA_003214355.1,2162504
GB_GCA_003214695.1,2162502
GB_GCA_003279445.1,2162471
GB_GCA_003212555.1,2162209
GB_GCA_003215795.1,2162480
GB_GCA_003278425.1,2162182
GB_GCA_003212515.1,2162316
RS_GCF_000760215.1,1499500
GB_GCA_003215555.1,2162489
GB_GCA_902590775.1,159733
GB_GCA_003212695.1,2162311
GB_GCA_003278345.1,2162185
RS_GCF_000007925.1,167539
GB_GCA_003215475.1,2162492
RS_GCF_000760175.1,1499498
GB_GCA_003217035.1,2162077
RS_GCF_000018585.1,93059
GB_GCA_003280135.1,2162130
GB_GCA_902634515.1,159733
GB_GCA_003278305.1,2162147
GB_GCA_003212885.1,2162205
RS_GCF_000012465.1,59920
GB_GCA_003279635.1,2162253
GB_GCA_003213355.1,2162510
RS_GCF_000757865.1,1501269
GB_GCA_003284375.1,2162423
GB_GCA_003284445.1,2162419
GB_GCA_003280445.1,2162174
GB_GCA_003216175.1,2162263
GB_GCA_902629395.1,159733
GB_GCA_003216955.1,2162081
GB_GCA_003209755.1,2162312
GB_GCA_003216895.1,2162260
GB_GCA_003215895.1,2162476
GB_GCA_003216975.1,2162080
GB_GCA_902634795.1,159733
GB_GCA_003277985.1,2162203
GB_GCA_003216595.1,2162093
GB_GCA_003279585.1,2162251
GB_GCA_003279455.1,2162472
GB_GCA_003280265.1,2162187
GB_GCA_003216375.1,2162099
GB_GCA_003279565.1,2162255
GB_GCA_003216715.1,2162088
GB_GCA_003279655.1,2162076
GB_GCA_003215695.1,2162484
GB_GCA_003212625.1,2162207
GB_GCA_003278445.1,2162181
GB_GCA_003279615.1,2162470
RS_GCF_003208055.1,2213228
GB_GCA_003216575.1,2162094
GB_GCA_003216815.1,2162162
GB_GCA_902564695.1,159733
GB_GCA_003216295.1,2162101
GB_GCA_003216275.1,2162102
GB_GCA_003283665.1,2162396
GB_GCA_003283745.1,2162427
GB_GCA_003283685.1,2162430
GB_GCA_003284185.1,2162428
GB_GCA_003215315.1,2162277
GB_GCA_003215935.1,2162204
GB_GCA_003216435.1,2162096
GB_GCA_902587615.1,159733
GB_GCA_003215545.1,2162490
GB_GCA_902564535.1,159733
GB_GCA_003215415.1,2162273
GB_GCA_003215725.1,2162482
GB_GCA_003215775.1,2162481
GB_GCA_902589115.1,159733
GB_GCA_003211755.1,2162343
GB_GCA_003278225.1,2162136
GB_GCA_003278175.1,2162139
GB_GCA_003280295.1,2162186
GB_GCA_003280225.1,2162191
GB_GCA_902560875.1,159733
GB_GCA_003215295.1,2162276
GB_GCA_003280105.1,2162131
GB_GCA_003280345.1,2162179
GB_GCA_003209275.1,2162348
GB_GCA_003280085.1,2162132
GB_GCA_003215535.1,2162491
GB_GCA_003216035.1,2162267
GB_GCA_003215355.1,2162274
GB_GCA_902563335.1,159733
GB_GCA_003216075.1,2162266
GB_GCA_003278255.1,2162133
GB_GCA_003278195.1,2162138
GB_GCA_003278365.1,2162195
GB_GCA_003280055.1,2162140
GB_GCA_003280185.1,2162192
GB_GCA_003215635.1,2162487
GB_GCA_003215655.1,2162486
GB_GCA_003216155.1,2162264
GB_GCA_003215435.1,2162272
GB_GCA_902634405.1,1665021
